timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,vision_attitude_timestamp_rel,vision_position_timestamp_rel
4395071,32767,32767,32767,32767,32767,32767,32767,32767
4399077,32767,32767,32767,32767,32767,32767,32767,32767
4403071,32767,32767,32767,32767,32767,-40,32767,32767
4407070,32767,32767,32767,32767,32767,32767,32767,32767
4411071,32767,32767,32767,32767,-73,32767,32767,32767
4415071,32767,32767,32767,32767,32767,-64,32767,32767
4419152,32767,32767,32767,32767,-47,32767,32767,32767
4423071,32767,32767,32767,32767,32767,-39,32767,32767
4427071,32767,32767,32767,32767,32767,32767,32767,32767
4431070,32767,32767,32767,32767,-55,32767,32767,32767
4435071,32767,32767,32767,32767,32767,-64,32767,32767
4439122,32767,32767,32767,32767,32767,32767,32767,32767
4443071,32767,32767,32767,32767,32767,-39,32767,32767
4447100,32767,32767,32767,32767,32767,32767,32767,32767
4451094,32767,32767,32767,32767,-46,32767,32767,32767
4455094,32767,32767,32767,32767,32767,-64,32767,32767
4459126,32767,32767,32767,32767,32767,32767,32767,32767
4463094,32767,32767,32767,32767,-60,-39,32767,32767
4467100,32767,32767,32767,32767,32767,32767,32767,32767
4471094,32767,32767,32767,32767,32767,32767,32767,32767
4475094,32767,32767,32767,32767,-73,-64,32767,32767
4479128,32767,32767,32767,32767,32767,32767,32767,32767
4483094,32767,32767,32767,32767,32767,-39,32767,32767
4487101,32767,32767,32767,32767,32767,32767,32767,32767
4491094,32767,32767,32767,32767,32767,32767,32767,32767
4495094,32767,32767,32767,32767,-55,-55,32767,32767
4499148,32767,32767,32767,32767,32767,32767,32767,32767
4503127,32767,32767,32767,32767,32767,-40,32767,32767
4507100,32767,32767,32767,32767,-74,32767,32767,32767
4511093,32767,32767,32767,32767,32767,32767,32767,32767
4515094,32767,32767,32767,32767,-46,-71,32767,32767
4519117,32767,32767,32767,32767,32767,32767,32767,32767
4523115,32767,32767,32767,32767,32767,-40,32767,32767
4527101,32767,32767,32767,32767,32767,32767,32767,32767
4531094,32767,32767,32767,32767,32767,32767,32767,32767
4535094,32767,32767,32767,32767,32767,-71,32767,32767
4539100,32767,32767,32767,32767,-74,32767,32767,32767
4543094,32767,32767,32767,32767,32767,-40,32767,32767
4547094,32767,32767,32767,32767,-46,32767,32767,32767
4551094,32767,32767,32767,32767,32767,32767,32767,32767
4555100,32767,32767,32767,32767,32767,-72,32767,32767
4559100,32767,32767,32767,32767,-55,32767,32767,32767
4563094,32767,32767,32767,32767,32767,-40,32767,32767
4567094,32767,32767,32767,32767,32767,32767,32767,32767
4571094,32767,32767,32767,32767,32767,32767,32767,32767
4575101,32767,32767,32767,32767,32767,-72,32767,32767
4579100,32767,32767,32767,32767,-47,32767,32767,32767
4583094,32767,32767,32767,32767,32767,-40,32767,32767
4587160,32767,32767,32767,32767,32767,32767,32767,32767
4591094,32767,32767,32767,32767,-60,32767,32767,32767
4595101,32767,32767,32767,32767,32767,-73,32767,32767
4599094,32767,32767,32767,32767,32767,32767,32767,32767
4603094,32767,32767,32767,32767,-73,32767,32767,32767
4607100,32767,32767,32767,32767,32767,32767,32767,32767
4611094,32767,32767,32767,32767,32767,-40,32767,32767
4615101,32767,32767,32767,32767,32767,32767,32767,32767
4619094,32767,32767,32767,32767,32767,32767,32767,32767
4623094,32767,32767,32767,32767,-55,-63,32767,32767
4627114,32767,32767,32767,32767,32767,32767,32767,32767
4631094,32767,32767,32767,32767,32767,-39,32767,32767
4635101,32767,32767,32767,32767,-74,32767,32767,32767
4639094,32767,32767,32767,32767,32767,32767,32767,32767
4643094,32767,32767,32767,32767,-46,-63,32767,32767
4647105,32767,32767,32767,32767,32767,32767,32767,32767
4651094,32767,32767,32767,32767,32767,-40,32767,32767
4655094,32767,32767,32767,32767,32767,32767,32767,32767
4659094,32767,32767,32767,32767,32767,32767,32767,32767
4663101,32767,32767,32767,32767,32767,-64,32767,32767
4667135,32767,32767,32767,32767,-74,32767,32767,32767
4671126,32767,32767,32767,32767,32767,-40,32767,32767
4675094,32767,32767,32767,32767,-46,32767,32767,32767
4679094,32767,32767,32767,32767,32767,32767,32767,32767
4683101,32767,32767,32767,32767,32767,-64,32767,32767
4687102,32767,32767,32767,32767,-56,32767,32767,32767
4691127,32767,32767,32767,32767,32767,-41,32767,32767
4695094,32767,32767,32767,32767,32767,32767,32767,32767
4699094,32767,32767,32767,32767,32767,32767,32767,32767
4703101,32767,32767,32767,32767,32767,-57,32767,32767
4707101,32767,32767,32767,32767,32767,32767,32767,32767
4711095,32767,32767,32767,32767,-67,-40,32767,32767
4715094,32767,32767,32767,32767,32767,32767,32767,32767
4719094,32767,32767,32767,32767,-46,32767,32767,32767
4723101,32767,32767,32767,32767,32767,-73,32767,32767
4727101,32767,32767,32767,32767,32767,32767,32767,32767
4731094,32767,32767,32767,32767,-55,-40,32767,32767
4735095,32767,32767,32767,32767,32767,32767,32767,32767
4739094,32767,32767,32767,32767,32767,32767,32767,32767
4743094,32767,32767,32767,32767,32767,-72,32767,32767
4747101,32767,32767,32767,32767,32767,32767,32767,32767
4751094,32767,32767,32767,32767,32767,-40,32767,32767
